Sr. No.,Data Source,Shop Name,Contact / Owner,WhatsApp Number,Area / Locality,Zone,Store Type,Years Operating,Has Refrigerator,ADA / Distributor,Brands Stocked,Stocks Amul C&T,Aware of Amul C&T,Why Not Stocking C&T,C&T SKU Mix (80g / 180g / 850g),C&T Estimated Packs / Week,Amul Masti Dahi Packs / Week (est.),Pack Sizes Most in Demand,Packaging Format Preferred,#1 Selling Dahi Brand at Store,"Brand Ranking (brands stocked, by volume)",Amul Dahi Sales Change vs 1 Year Ago,Primary Reason Customers Choose Competitor,Customers Ask for Amul Dahi by Name,Customers Ask for Other Brand by Name,Margin on Amul Dahi (from price list),Best Trade Promotions Brand,Branded Display / Fridge Provided By,Best Rep Visits Brand,Best Shelf Life / Freshness Brand,Preferential Shelf Placement Brand,Biggest 6-Month Growth Brand,Trade Promotions Received on Amul Dahi,Amul Rep Visit Frequency,Customer Complaints About Amul Dahi,Customer Feedback on Amul C&T Specifically,Suggested Changes / Improvements for Amul,Other Feedback for Amul,Timestamp,zone_clean,store_type_clean,years_operating_clean,fridge_type,awareness_tier,rep_visit_clean,promo_received_clean,stocks_ct,pack_format_clean,phone_clean,phone_valid,feat_refrigerator_flag,feat_dedicated_fridge,feat_awareness_score,feat_rep_visit_score,feat_promo_bonus,feat_engagement_score,feat_infrastructure_score,feat_competitor_presence,feat_frubon_threat_score,feat_ct_weekly_volume,feat_masti_weekly_volume,feat_years_operating_num,feat_adoption_likelihood,nlp_complaints,nlp_ct_feedback,nlp_suggestions,nlp_other_feedback,nlp_why_not_stocking,nlp_full_corpus
11,Primary Field Survey,Shiva General,,9887890421.0,Pratap Nagar,Malviya Nagar / Jagatpura / Sanganer,Kiryana/General store,5–10 years,No refrigeration,Rishit Enterprises,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all","No customer demand/enquiry, Company rep hasn't offered it, Don't know the price/pack details",,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul,"#1: Amul, #2: Amul Masti",Stayed the same,Price,"Yes, often",Saras Dahi,Amul Masti Dahi: 5–10%,"Mother_Dairy, Frubon",,"Frubon, Mother_Dairy",Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,"Not thick enough, Short shelf life",Nobody asks for this dahi,Fresher stock with longer remaining shelf life,Refrigeration or ice boxes from Amul would nice if complimentary,2026-04-10 12:30:59,Malviya_Sanganer,Kiryana,5_10yrs,none,unaware,monthly,never,False,cup,98878904210,False,0,0,0,2,0,2,0,1,3,0,150,3,1.79,"not thick enough, short shelf life",nobody asks for this dahi,fresher stock with longer remaining shelf life,refrigeration or ice boxes from amul would nice if complimentary,"no customer demand/enquiry, company rep hasn't offered it, don't know the price/pack details","not thick enough, short shelf life | nobody asks for this dahi | fresher stock with longer remaining shelf life | refrigeration or ice boxes from amul would nice if complimentary | no customer demand/enquiry, company rep hasn't offered it, don't know the price/pack details"
12,Primary Field Survey,Raj Parlor,,,Vaishali Nagar,Vaishali Nagar / Mansarovar,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Harsh Trader,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking","No customer demand/enquiry, New curd is too thin and watery, nobody takes it",,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul,"#1: Amul, #2: Amul Masti",Increased slightly,Price,"Yes, often",Saras,Amul Masti Dahi: 5–10%,"Mother_Dairy, Frubon, Lotus","Mother_Dairy, Rufil","Mother_Dairy, Frubon, Lotus",Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,"Curd is too sour, Not thick enough, Water/whey separation in pouch, Short shelf life, Packaging leaks or breaks, Higher price than Saras",Watery and thin,"Consumer-facing offers/free trials, More advertising in Jaipur, Better packaging that prevents leaks, Fresher stock with longer remaining shelf life, Improve quality",Freebies and promotions for retailers from Amul would be welcome,2026-04-13 08:16:02,Vaishali_Mansarovar,Kiryana,gt_10yrs,dedicated,aware_only,monthly,never,False,cup,,False,1,1,1,2,0,2,2,1,3,0,150,4,6.33,"curd is too sour, not thick enough, water/whey separation in pouch, short shelf life, packaging leaks or breaks, higher price than saras",watery and thin,"consumer-facing offers/free trials, more advertising in jaipur, better packaging that prevents leaks, fresher stock with longer remaining shelf life, improve quality",freebies and promotions for retailers from amul would be welcome,"no customer demand/enquiry, new curd is too thin and watery, nobody takes it","curd is too sour, not thick enough, water/whey separation in pouch, short shelf life, packaging leaks or breaks, higher price than saras | watery and thin | consumer-facing offers/free trials, more advertising in jaipur, better packaging that prevents leaks, fresher stock with longer remaining shelf life, improve quality | freebies and promotions for retailers from amul would be welcome | no customer demand/enquiry, new curd is too thin and watery, nobody takes it"
13,Primary Field Survey,Sharma Tea Stall,,,Vaishali Nagar,Vaishali Nagar / Mansarovar,Tea stall,2–5 years,No refrigeration,Harsh Traders,Saras Dahi,No,"Yes, aware but not stocking","No customer demand/enquiry, Saras is sufficient for my customers",,,20–50 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",Pouch (cheaper),Saras,#1: Saras,Increased slightly,Local pride in Saras,Never — they just ask for Dahi,Yes Saras,Amul Masti Dahi: 5–10%,"Mother_Dairy, Frubon, Lotus",,"Mother_Dairy, Frubon, Lotus",Saras,Saras (Eye Level),Saras,"No, never",Monthly,"Short shelf life, Packaging leaks or breaks",No awareness among customers,"Better margins, Consumer-facing offers/free trials, More advertising in Jaipur",Promotions and freebies for retailers from Amul,2026-04-13 08:30:45,Vaishali_Mansarovar,Tea_Stall,2_5yrs,none,aware_only,monthly,never,False,pouch,,False,0,0,1,2,0,2,0,1,3,0,35,2,2.58,"short shelf life, packaging leaks or breaks",no awareness among customers,"better margins, consumer-facing offers/free trials, more advertising in jaipur",promotions and freebies for retailers from amul,"no customer demand/enquiry, saras is sufficient for my customers","short shelf life, packaging leaks or breaks | no awareness among customers | better margins, consumer-facing offers/free trials, more advertising in jaipur | promotions and freebies for retailers from amul | no customer demand/enquiry, saras is sufficient for my customers"
14,Primary Field Survey,Nandini Sharma Store,,9587256989.0,Vaishali Nagar,Vaishali Nagar / Mansarovar,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Harsh Traders,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi, Mother Dairy Curd",No,"Yes, aware but not stocking",No customer demand/enquiry,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Pouch (cheaper), Cup/tub (convenient, resealable)",Amul,"#1: Amul, #2: Saras",Increased slightly,"Price, Familiarity/habit, Local pride in Saras","Yes, often",Saras,Amul Masti Dahi: 5–10%,"Mother_Dairy, Frubon, Lotus",,"Mother_Dairy,Frubon,Lotus",Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,"Curd is too sour, Not thick enough, Water/whey separation in pouch, Short shelf life, Packaging leaks or breaks",Too thin/watery compared to Masti Dahi,"Better margins, Consumer-facing offers/free trials, More advertising in Jaipur, Smaller affordable SKU, Better packaging that prevents leaks",no_data,2026-04-13 08:36:43,Vaishali_Mansarovar,Kiryana,5_10yrs,dedicated,aware_only,monthly,never,False,both,95872569890,False,1,1,1,2,0,2,2,1,3,0,150,3,5.96,"curd is too sour, not thick enough, water/whey separation in pouch, short shelf life, packaging leaks or breaks",too thin/watery compared to masti dahi,"better margins, consumer-facing offers/free trials, more advertising in jaipur, smaller affordable sku, better packaging that prevents leaks",no_data,no customer demand/enquiry,"curd is too sour, not thick enough, water/whey separation in pouch, short shelf life, packaging leaks or breaks | too thin/watery compared to masti dahi | better margins, consumer-facing offers/free trials, more advertising in jaipur, smaller affordable sku, better packaging that prevents leaks | no customer demand/enquiry"
15,Primary Field Survey,Mahaveer Dairy,,9549999026.0,Vaishali Nagar,Vaishali Nagar / Mansarovar,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Harsh Traders,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Rufil Dahi",No,"Yes, aware but not stocking",No customer demand/enquiry,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",Pouch (cheaper),Amul,#1: Amul,Increased slightly,"Thickness/texture preference, Familiarity/habit","Yes, often",Saras,Amul Masti Dahi: 5–10%,"Mother_Dairy, Frubon, Lotus",,"Mother_Dairy, Frubon, Lotus",Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,"Curd is too sour, Not thick enough, Packaging leaks or breaks",Not heard of it,"Better margins, Consumer-facing offers/free trials, Better packaging that prevents leaks, Fresher stock with longer remaining shelf life","Very bad packaging of Dahi, broken, torn, leakages, dirty crates, distributor doesn't respond to concerns",2026-04-13 08:47:31,Vaishali_Mansarovar,Kiryana,2_5yrs,dedicated,aware_only,monthly,never,False,pouch,95499990260,False,1,1,1,2,0,2,2,1,3,0,150,2,5.58,"curd is too sour, not thick enough, packaging leaks or breaks",not heard of it,"better margins, consumer-facing offers/free trials, better packaging that prevents leaks, fresher stock with longer remaining shelf life","very bad packaging of dahi, broken, torn, leakages, dirty crates, distributor doesn't respond to concerns",no customer demand/enquiry,"curd is too sour, not thick enough, packaging leaks or breaks | not heard of it | better margins, consumer-facing offers/free trials, better packaging that prevents leaks, fresher stock with longer remaining shelf life | very bad packaging of dahi, broken, torn, leakages, dirty crates, distributor doesn't respond to concerns | no customer demand/enquiry"
16,Primary Field Survey,Laxmi Sales,,,Vaishali Nagar,Vaishali Nagar / Mansarovar,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Harsh Traders,Ksheer Dahi,No,"No, not aware at all","No customer demand/enquiry, Stocking ksheer",,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Ksheer,#1: Ksheer,Increased slightly,"Thickness/texture preference, Familiarity/habit","Yes, often",Ksheer dahi,Amul Masti Dahi: 5–10%,Ksheer,,"Mother_Dairy, Frubon, Lotus",Ksheer,Ksheer (Eye Level),Ksheer,"No, never",Monthly,"Not thick enough, Water/whey separation in pouch, Packaging leaks or breaks",Never heard of it,"Better margins, Consumer-facing offers/free trials, Better packaging that prevents leaks",Promotions and freebies for retailers from Amul would be nice,2026-04-13 08:53:45,Vaishali_Mansarovar,Kiryana,5_10yrs,dedicated,unaware,monthly,never,False,cup,,False,1,1,0,2,0,2,2,1,1,0,75,3,4.79,"not thick enough, water/whey separation in pouch, packaging leaks or breaks",never heard of it,"better margins, consumer-facing offers/free trials, better packaging that prevents leaks",promotions and freebies for retailers from amul would be nice,"no customer demand/enquiry, stocking ksheer","not thick enough, water/whey separation in pouch, packaging leaks or breaks | never heard of it | better margins, consumer-facing offers/free trials, better packaging that prevents leaks | promotions and freebies for retailers from amul would be nice | no customer demand/enquiry, stocking ksheer"
17,Primary Field Survey,Kisan Store,,9660599322.0,Vaishali Nagar,Vaishali Nagar / Mansarovar,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Harsh Traders,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Mother Dairy Curd",No,"No, not aware at all","No customer demand/enquiry, Company rep hasn't offered it",,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Pouch (cheaper), Cup/tub (convenient, resealable)",Amul,"#1: Amul, #2: Mother Dairy",Increased slightly,Price,"Yes, often",Saras,Amul Masti Dahi: 5–10%,Mother_Dairy,,"Mother_Dairy, Frubon, Lotus",Amul,Mother_Dairy (Eye Level),Amul,"No, never",Monthly,"Water/whey separation in pouch, Packaging leaks or breaks, Higher price than Saras, Saras is cheaper",Never heard of it,"Better margins, Consumer-facing offers/free trials, Smaller affordable SKU, Better packaging that prevents leaks, Fresher stock with longer remaining shelf life","Retailer promotions are needed from amul, freebies and offers",2026-04-13 09:21:18,Vaishali_Mansarovar,Kiryana,gt_10yrs,dedicated,unaware,monthly,never,False,both,96605993220,False,1,1,0,2,0,2,2,1,1,0,150,4,5.17,"water/whey separation in pouch, packaging leaks or breaks, higher price than saras, saras is cheaper",never heard of it,"better margins, consumer-facing offers/free trials, smaller affordable sku, better packaging that prevents leaks, fresher stock with longer remaining shelf life","retailer promotions are needed from amul, freebies and offers","no customer demand/enquiry, company rep hasn't offered it","water/whey separation in pouch, packaging leaks or breaks, higher price than saras, saras is cheaper | never heard of it | better margins, consumer-facing offers/free trials, smaller affordable sku, better packaging that prevents leaks, fresher stock with longer remaining shelf life | retailer promotions are needed from amul, freebies and offers | no customer demand/enquiry, company rep hasn't offered it"
18,Primary Field Survey,Oarnami Supermarket,,9116687350.0,Vaishali Nagar,Vaishali Nagar / Mansarovar,Supermarket / Modern trade,More than 10 years,"Yes, dedicated dairy refrigerator",Harsh Traders,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Mother Dairy Curd, Rufil Dahi",No,"Yes, aware but not stocking",No customer demand/enquiry,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Mother_Dairy,"#1: Mother Dairy, #2: Rufil",Stayed the same,"Thickness/texture preference, Familiarity/habit, Price","Yes, often",Mother Dairy,Amul Masti Dahi: 5–10%,"Mother_Dairy, Frubon, Lotus, Rufil",,Mother_Dairy,Amul,Mother_Dairy (Eye Level),Mother_Dairy,"No, never",Monthly,"Curd is too sour, Water/whey separation in pouch, Short shelf life, Packaging leaks or breaks",Too thin,"Better margins, Consumer-facing offers/free trials, Better packaging that prevents leaks",Retailer promotions needed,2026-04-13 09:57:32,Vaishali_Mansarovar,Supermarket,gt_10yrs,dedicated,aware_only,monthly,never,False,cup,91166873500,False,1,1,1,2,0,2,2,1,2,0,75,4,6.33,"curd is too sour, water/whey separation in pouch, short shelf life, packaging leaks or breaks",too thin,"better margins, consumer-facing offers/free trials, better packaging that prevents leaks",retailer promotions needed,no customer demand/enquiry,"curd is too sour, water/whey separation in pouch, short shelf life, packaging leaks or breaks | too thin | better margins, consumer-facing offers/free trials, better packaging that prevents leaks | retailer promotions needed | no customer demand/enquiry"
19,Primary Field Survey,Anjali Kirana,,9214181378.0,Dabas,Vaishali Nagar / Mansarovar,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Bhamu Trading Company,Amul Dahi Creamy & Tasty,Yes,"Yes, I stock it",,"80g Cup, 180g Cup",50–100 packs/week,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul,#1: Amul,Increased slightly,Price,"Yes, often",,"Amul C&T: 80g=24%, 180g=30%, 850g=6.8% | Masti: 5–10%",Mother_Dairy,,Mother_Dairy,Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,"Curd is too sour, Not thick enough, Water/whey separation in pouch",Too thin and not tasty,"Consumer-facing offers/free trials, Better packaging that prevents leaks, Fresher stock with longer remaining shelf life",no_data,2026-04-13 10:39:23,Vaishali_Mansarovar,Kiryana,gt_10yrs,dedicated,stocking,monthly,never,True,cup,92141813780,False,1,1,3,2,0,2,2,0,0,75,75,4,8.67,"curd is too sour, not thick enough, water/whey separation in pouch",too thin and not tasty,"consumer-facing offers/free trials, better packaging that prevents leaks, fresher stock with longer remaining shelf life",no_data,no_data,"curd is too sour, not thick enough, water/whey separation in pouch | too thin and not tasty | consumer-facing offers/free trials, better packaging that prevents leaks, fresher stock with longer remaining shelf life"
20,Primary Field Survey,Tanishka Milk Parlor,,9982250404.0,Dabas,Vaishali Nagar / Mansarovar,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Bamu Trading Company,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Amul Dahi Creamy & Tasty",Yes,"Yes, I stock it",,"80g Cup, 180g Cup",100–200 packs/week,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",Pouch (cheaper),Amul,#1: Amul,Increased significantly,Price,"Yes, often",Saras Dahi,"Amul C&T: 80g=24%, 180g=30%, 850g=6.8% | Masti: 5–10%","Mother_Dairy, Frubon",Mother_Dairy,"Mother_Dairy, Frubon, Lotus",Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,No complaints generally,"Customers like the cup format, good taste","Consumer-facing offers/free trials, More advertising in Jaipur, Smaller affordable SKU, Better packaging that prevents leaks",Cold chain support for retailer from Amul is needed,2026-04-13 11:10:31,Vaishali_Mansarovar,Kiryana,gt_10yrs,dedicated,stocking,monthly,never,True,pouch,99822504040,False,1,1,3,2,0,2,2,1,3,150,150,4,8.67,no complaints generally,"customers like the cup format, good taste","consumer-facing offers/free trials, more advertising in jaipur, smaller affordable sku, better packaging that prevents leaks",cold chain support for retailer from amul is needed,no_data,"no complaints generally | customers like the cup format, good taste | consumer-facing offers/free trials, more advertising in jaipur, smaller affordable sku, better packaging that prevents leaks | cold chain support for retailer from amul is needed"
21,Primary Field Survey,Satyam Departmental Store,,9216411544.0,Patrakar Colony,Amer / Periphery / Ajmer Road,Kiryana/General store,Less than 2 years,"Yes, dedicated dairy refrigerator",Pooja Enterprises,Amul Dahi Creamy & Tasty,Yes,"Yes, I stock it",,"80g Cup, 180g Cup",100–200 packs/week,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul,#1: Amul,Increased slightly,"Price, Familiarity/habit, Price is the primary factor","Yes, often",Saras,"Amul C&T: 80g=24%, 180g=30%, 850g=6.8% | Masti: 5–10%",Mother_Dairy,Mother_Dairy,Mother_Dairy,Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,Higher price than Saras,Pricier,"Consumer-facing offers/free trials, More advertising in Jaipur, Fresher stock with longer remaining shelf life",Promotions and freebies for retailers is needed,2026-04-14 09:09:33,Amer_Periphery,Kiryana,lt_2yrs,dedicated,stocking,monthly,never,True,cup,92164115440,False,1,1,3,2,0,2,2,0,0,150,150,1,7.54,higher price than saras,pricier,"consumer-facing offers/free trials, more advertising in jaipur, fresher stock with longer remaining shelf life",promotions and freebies for retailers is needed,no_data,"higher price than saras | pricier | consumer-facing offers/free trials, more advertising in jaipur, fresher stock with longer remaining shelf life | promotions and freebies for retailers is needed"
22,Primary Field Survey,Mahadev Bakery And Dairy,,8432710330.0,Patrakar Colony,Amer / Periphery / Ajmer Road,Kiryana/General store,Less than 2 years,"Yes, dedicated dairy refrigerator",Pooja Enterprises,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"Yes, aware but not stocking","No customer demand/enquiry, Saras is sufficient for my customers",,,20–50 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Saras,#1: Saras,Increased slightly,"Price, Familiarity/habit, Local pride in Saras","Yes, sometimes",Saras,Amul Masti Dahi: 5–10%,Mother_Dairy,Mother_Dairy,Saras,Amul,Saras (Eye Level),Saras,"No, never",Monthly,Higher price than Saras,No awareness among customers,"Consumer-facing offers/free trials, More advertising in Jaipur, Fresher stock with longer remaining shelf life",Freebies and promotions for retailers from Amul,2026-04-14 09:22:28,Amer_Periphery,Kiryana,lt_2yrs,dedicated,aware_only,monthly,never,False,cup,84327103300,False,1,1,1,2,0,2,2,1,0,0,35,1,5.21,higher price than saras,no awareness among customers,"consumer-facing offers/free trials, more advertising in jaipur, fresher stock with longer remaining shelf life",freebies and promotions for retailers from amul,"no customer demand/enquiry, saras is sufficient for my customers","higher price than saras | no awareness among customers | consumer-facing offers/free trials, more advertising in jaipur, fresher stock with longer remaining shelf life | freebies and promotions for retailers from amul | no customer demand/enquiry, saras is sufficient for my customers"
23,Primary Field Survey,Ss Mart,,9829610395.0,Patrakar Colony,Amer / Periphery / Ajmer Road,Supermarket / Modern trade,More than 10 years,"Yes, dedicated dairy refrigerator",Ankit Trading Company,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking",No customer demand/enquiry,,,200–500 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Pouch (cheaper), Cup/tub (convenient, resealable)",Amul,#1: Amul,Increased significantly,"Price, Familiarity/habit, Local pride in Saras","Yes, often",Saras Dahi,Amul Masti Dahi: 5–10%,Mother_Dairy,,Mother_Dairy,Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,"Curd is too sour, Short shelf life, Packaging leaks or breaks, Higher price than Saras",Packaging problem and shorter shelf life,"Better packaging that prevents leaks, Fresher stock with longer remaining shelf life","Issues with the distributor, doesn't keep stock when needed, Amul needs to look into it.",2026-04-14 09:42:07,Amer_Periphery,Supermarket,gt_10yrs,dedicated,aware_only,monthly,never,False,both,98296103950,False,1,1,1,2,0,2,2,0,0,0,350,4,6.33,"curd is too sour, short shelf life, packaging leaks or breaks, higher price than saras",packaging problem and shorter shelf life,"better packaging that prevents leaks, fresher stock with longer remaining shelf life","issues with the distributor, doesn't keep stock when needed, amul needs to look into it.",no customer demand/enquiry,"curd is too sour, short shelf life, packaging leaks or breaks, higher price than saras | packaging problem and shorter shelf life | better packaging that prevents leaks, fresher stock with longer remaining shelf life | issues with the distributor, doesn't keep stock when needed, amul needs to look into it. | no customer demand/enquiry"
24,Primary Field Survey,Eat N Treats,,8560011547.0,Patrakar Colony,Amer / Periphery / Ajmer Road,Kiryana/General store,Less than 2 years,"Yes, dedicated dairy refrigerator",Ankit Trading Company,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking",No customer demand/enquiry,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul,#1: Amul,Increased slightly,"Price, Familiarity/habit","Yes, often",Saras,Amul Masti Dahi: 5–10%,Frubon,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,"Water/whey separation in pouch, Short shelf life, Higher price than Saras",Thin,"Consumer-facing offers/free trials, Better packaging that prevents leaks, Fresher stock with longer remaining shelf life","Supply side issues, no cold storage support, no branding support has been provided from Amul and distributors side. This needs to change and improve. Lack of information about new products, it's not communicated well to retailers.",2026-04-14 09:58:13,Amer_Periphery,Kiryana,lt_2yrs,dedicated,aware_only,monthly,never,False,cup,85600115470,False,1,1,1,2,0,2,2,1,3,0,75,1,5.21,"water/whey separation in pouch, short shelf life, higher price than saras",thin,"consumer-facing offers/free trials, better packaging that prevents leaks, fresher stock with longer remaining shelf life","supply side issues, no cold storage support, no branding support has been provided from amul and distributors side. this needs to change and improve. lack of information about new products, it's not communicated well to retailers.",no customer demand/enquiry,"water/whey separation in pouch, short shelf life, higher price than saras | thin | consumer-facing offers/free trials, better packaging that prevents leaks, fresher stock with longer remaining shelf life | supply side issues, no cold storage support, no branding support has been provided from amul and distributors side. this needs to change and improve. lack of information about new products, it's not communicated well to retailers. | no customer demand/enquiry"
25,Primary Field Survey,Roshan Fresh,,7891289448.0,Patrakar Colony,Amer / Periphery / Ajmer Road,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Ankit Trading Company,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking",No customer demand/enquiry,,,200–500 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal), 800g–1kg (Masti Dahi large pack)","Pouch (cheaper), Cup/tub (convenient, resealable)",Amul,#1: Amul,Increased significantly,"Price, Local pride in Saras","Yes, often",Saras,Amul Masti Dahi: 5–10%,"Mother_Dairy, Ksheer",Mother_Dairy,Ksheer,Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,"Short shelf life, Packaging leaks or breaks, Higher price than Saras",Thin and watery,"Better margins, Consumer-facing offers/free trials, More advertising in Jaipur, Fresher stock with longer remaining shelf life","Retailer promotions, gifts, discounts from Amul would be nice",2026-04-14 10:07:09,Amer_Periphery,Kiryana,2_5yrs,dedicated,aware_only,monthly,never,False,both,78912894480,False,1,1,1,2,0,2,2,1,0,0,350,2,5.58,"short shelf life, packaging leaks or breaks, higher price than saras",thin and watery,"better margins, consumer-facing offers/free trials, more advertising in jaipur, fresher stock with longer remaining shelf life","retailer promotions, gifts, discounts from amul would be nice",no customer demand/enquiry,"short shelf life, packaging leaks or breaks, higher price than saras | thin and watery | better margins, consumer-facing offers/free trials, more advertising in jaipur, fresher stock with longer remaining shelf life | retailer promotions, gifts, discounts from amul would be nice | no customer demand/enquiry"
26,Primary Field Survey,Guru Kripa Laksh General Store,,7976847140.0,Patrakar Colony,Amer / Periphery / Ajmer Road,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Ankit Trading Company,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking","No customer demand/enquiry, Company rep hasn't offered it",,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal), 800g–1kg (Masti Dahi large pack)",Pouch (cheaper),Amul,#1: Amul,Increased slightly,"Price, Familiarity/habit, Local pride in Saras","Yes, often",Saras Dahi,Amul Masti Dahi: 5–10%,Mother_Dairy,Mother_Dairy,"Ksheer, Mother_Dairy",Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,"Not thick enough, Short shelf life, Packaging leaks or breaks",No awareness among customers,"Consumer-facing offers/free trials, Smaller affordable SKU, Better packaging that prevents leaks",Retail promotions needed,2026-04-14 10:16:59,Amer_Periphery,Kiryana,2_5yrs,dedicated,aware_only,monthly,never,False,pouch,79768471400,False,1,1,1,2,0,2,2,1,0,0,150,2,5.58,"not thick enough, short shelf life, packaging leaks or breaks",no awareness among customers,"consumer-facing offers/free trials, smaller affordable sku, better packaging that prevents leaks",retail promotions needed,"no customer demand/enquiry, company rep hasn't offered it","not thick enough, short shelf life, packaging leaks or breaks | no awareness among customers | consumer-facing offers/free trials, smaller affordable sku, better packaging that prevents leaks | retail promotions needed | no customer demand/enquiry, company rep hasn't offered it"
27,Primary Field Survey,Ss Kirana,,9983495437.0,Patrakar Colony,Amer / Periphery / Ajmer Road,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Ankit Trading Company,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Amul Dahi Creamy & Tasty",Yes,"Yes, I stock it",,"80g Cup, 180g Cup",,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul,#1: Amul,Increased slightly,"Price, Familiarity/habit","Yes, often",No,"Amul C&T: 80g=24%, 180g=30%, 850g=6.8% | Masti: 5–10%","Mother_Dairy, Ksheer",Mother_Dairy,"Ksheer, Mother_Dairy",Amul,"Amul (Eye Level, Front Of Fridge)",Amul,"No, never",Monthly,"Curd is too sour, Water/whey separation in pouch, Packaging leaks or breaks","Texture is creamy, customers appreciate it","Consumer-facing offers/free trials, Smaller affordable SKU, Better packaging that prevents leaks, Fresher stock with longer remaining shelf life",Dahi during summers is extremely thin and watery sometimes. Quality issues like this needs to be taken care of.,2026-04-14 10:26:40,Amer_Periphery,Kiryana,2_5yrs,dedicated,stocking,monthly,never,True,cup,99834954370,False,1,1,3,2,0,2,2,1,0,0,150,2,7.92,"curd is too sour, water/whey separation in pouch, packaging leaks or breaks","texture is creamy, customers appreciate it","consumer-facing offers/free trials, smaller affordable sku, better packaging that prevents leaks, fresher stock with longer remaining shelf life",dahi during summers is extremely thin and watery sometimes. quality issues like this needs to be taken care of.,no_data,"curd is too sour, water/whey separation in pouch, packaging leaks or breaks | texture is creamy, customers appreciate it | consumer-facing offers/free trials, smaller affordable sku, better packaging that prevents leaks, fresher stock with longer remaining shelf life | dahi during summers is extremely thin and watery sometimes. quality issues like this needs to be taken care of."
